Frame	Time	Point #1.X	Point #1.Y	Point #2.X	Point #2.Y	Point #3.X	Point #3.Y	Point #4.X	Point #4.Y	Angle #1
261	1,187213	173,429001	899,000000	370,549988	608,500000	362,350006	211,399994	538,150024	183,399994	215,342133
262	1,191779	173,332993	898,500000	369,610992	607,888977	358,333008	211,000000	534,708008	181,332993	215,662674
263	1,196345	173,000000	898,500000	368,850006	607,400024	354,726990	210,000000	530,864014	179,091003	215,967728
264	1,200911	172,917007	898,500000	367,778015	606,888977	350,635986	210,000000	526,635986	177,908997	216,224854
265	1,205477	172,714005	898,000000	367,000000	605,500000	347,541992	209,250000	522,635986	176,000000	216,404404
266	1,210044	172,929001	897,143005	366,312988	604,500000	343,110992	209,000000	518,635986	174,000000	216,814880
267	1,214610	172,785995	897,143005	365,221985	604,888977	338,958008	208,500000	514,799988	172,399994	217,153854
268	1,219176	172,785995	897,856995	364,389008	603,888977	334,799988	208,399994	510,610992	171,000000	217,374268
269	1,223742	172,714005	897,856995	363,700012	602,500000	330,726990	208,000000	506,125000	168,667007	217,665604
270	1,228308	172,214005	897,000000	362,625000	601,500000	326,600006	207,399994	501,726990	167,091003	218,019409
271	1,232875	172,063004	896,500000	361,545013	601,817993	322,591003	207,091003	497,682007	165,182007	218,377258
272	1,237441	172,000000	896,500000	360,750000	600,599976	318,545013	207,000000	493,850006	164,399994	218,653503
273	1,242007	172,000000	896,500000	359,682007	600,091003	314,389008	207,000000	489,500000	162,727005	218,914200
274	1,246573	172,000000	896,375000	359,100006	599,400024	310,556000	206,889008	485,350006	161,399994	219,262009
275	1,251139	172,143005	896,000000	358,000000	598,888977	306,317993	206,727005	480,600006	159,399994	219,535522
276	1,255705	172,167007	895,500000	357,317993	597,817993	302,149994	206,399994	476,500000	158,000000	219,903259
277	1,260272	171,750000	895,500000	356,364014	597,091003	298,000000	206,399994	472,200012	156,600006	220,239853
278	1,264838	171,750000	895,500000	355,556000	596,888977	293,773010	206,000000	467,545013	155,182007	220,595551
279	1,269404	171,582993	895,500000	354,610992	595,888977	290,000000	205,182007	463,500000	154,727005	220,810135
280	1,273970	171,429001	895,000000	353,250000	595,400024	285,908997	205,182007	459,317993	153,000000	221,043945
281	1,278536	171,429001	895,000000	352,450012	595,200012	281,958008	205,500000	454,635986	152,000000	221,377060
282	1,283103	171,250000	894,500000	351,721985	593,888977	278,135986	205,000000	450,250000	150,600006	221,693405
283	1,287669	170,938004	894,500000	350,850006	593,400024	274,135986	205,000000	445,635986	149,182007	222,031830
284	1,292235	170,643005	894,143005	349,721985	592,888977	270,135986	205,000000	441,500000	148,727005	222,324036
285	1,296801	170,429001	894,000000	348,778015	591,888977	266,273010	205,000000	437,273010	147,000000	222,593307
286	1,301367	170,429001	894,000000	347,850006	591,400024	262,166992	205,332993	432,850006	146,399994	222,897324
287	1,305934	170,429001	894,000000	346,833008	590,888977	258,208008	205,332993	428,166992	145,417007	223,143768
288	1,310500	169,917007	893,500000	345,549988	589,799988	254,250000	205,332993	424,200012	144,399994	223,399933
289	1,315066	170,070999	893,856995	345,000000	589,400024	250,250000	205,417007	419,600006	142,699997	223,741135
290	1,319632	169,582993	893,500000	343,875000	588,500000	246,544998	205,091003	415,278015	142,000000	223,989670
291	1,324198	169,500000	893,500000	342,750000	587,500000	242,899994	205,399994	410,864014	142,000000	224,162491
292	1,328765	169,188004	893,375000	341,454987	587,726990	239,272995	205,000000	406,649994	140,699997	224,354538
293	1,333331	169,063004	893,250000	340,666992	586,888977	235,199997	205,399994	402,408997	140,000000	224,708847
294	1,337897	168,563004	892,500000	339,500000	586,000000	231,399994	205,399994	397,726990	139,091003	225,004578
295	1,342463	168,313004	892,500000	338,649994	585,400024	227,500000	205,399994	393,817993	138,727005	225,319702
296	1,347029	168,125000	892,500000	337,312988	584,500000	223,832993	205,000000	389,408997	137,182007	225,428482
297	1,351596	168,000000	892,500000	336,110992	584,000000	219,800003	205,500000	385,399994	136,399994	225,669205
298	1,356162	168,000000	892,375000	335,100006	583,400024	215,908997	205,182007	380,864014	136,000000	225,897064
299	1,360728	167,610992	892,000000	333,875000	582,500000	212,044998	205,182007	376,700012	134,699997	226,139221
300	1,365294	167,313004	891,625000	332,625000	581,500000	208,050003	206,399994	372,591003	134,000000	226,431747
301	1,369860	167,188004	891,625000	331,317993	581,726990	204,050003	206,399994	368,444000	133,000000	226,637909
302	1,374426	167,000000	891,500000	330,389008	580,888977	200,167007	206,000000	364,364014	132,363998	226,900726
303	1,378993	166,750000	891,500000	328,833008	580,000000	196,222000	207,000000	360,500000	132,000000	227,060928
304	1,383559	166,643005	891,856995	327,750000	579,400024	192,100006	207,399994	356,454987	132,000000	227,310638
305	1,388125	166,250000	891,375000	326,500000	578,888977	188,182007	207,727005	351,817993	131,091003	227,588303
306	1,392691	165,929001	891,000000	325,317993	577,908997	184,750000	206,832993	348,312988	130,500000	227,727112
307	1,397257	165,714005	891,000000	323,899994	577,400024	180,772995	207,908997	344,364014	130,000000	227,941772
308	1,401824	165,429001	891,000000	322,610992	576,888977	177,182007	208,000000	340,100006	129,399994	228,099609
309	1,406390	164,929001	890,143005	321,364014	575,908997	173,699997	208,399994	336,273010	128,363998	228,355591
310	1,410956	164,438004	890,500000	319,899994	575,400024	170,149994	208,399994	332,591003	128,000000	228,457840
311	1,415522	164,125000	890,500000	318,666992	574,888977	166,949997	208,399994	328,600006	127,500000	228,577423
312	1,420088	164,000000	890,375000	317,454987	573,908997	163,000000	208,699997	325,317993	127,000000	228,793427
313	1,424655	163,875000	890,375000	316,135986	573,000000	159,649994	209,399994	321,364014	126,726997	228,915466
314	1,429221	163,500000	890,000000	314,778015	572,888977	156,636002	209,091003	317,799988	125,599998	228,997955
315	1,433787	163,250000	889,625000	313,454987	571,908997	153,649994	208,600006	313,635986	125,091003	229,045898
316	1,438353	162,875000	889,625000	311,899994	571,400024	150,408997	209,091003	310,399994	124,699997	229,117554
317	1,442919	162,667007	889,500000	310,500000	571,299988	147,408997	209,091003	307,091003	124,091003	229,159683
318	1,447486	162,417007	889,500000	309,149994	570,299988	144,227005	209,182007	303,799988	123,500000	229,233994
319	1,452052	162,214005	889,856995	307,899994	569,400024	141,207993	209,500000	299,864014	123,091003	229,299255
320	1,456618	161,582993	889,500000	306,500000	568,888977	138,292007	209,582993	296,600006	122,699997	229,409592
321	1,461184	161,063004	889,375000	305,100006	568,299988	135,591003	209,091003	293,850006	122,400002	229,423813
322	1,465750	160,832993	889,000000	303,299988	567,400024	133,199997	208,600006	290,500000	122,000000	229,257782
323	1,470317	160,500000	889,000000	302,125000	566,500000	129,750000	209,500000	287,408997	121,000000	229,481796
324	1,474883	160,313004	888,625000	300,556000	565,888977	127,500000	209,000000	284,200012	120,599998	229,355881
325	1,479449	160,063004	888,625000	299,100006	565,400024	124,722000	209,000000	281,091003	120,091003	229,346619
326	1,484015	159,875000	888,625000	297,556000	564,888977	121,726997	208,908997	277,726990	119,363998	229,325592
327	1,488581	159,813004	888,500000	296,166992	563,888977	119,400002	208,500000	275,135986	119,000000	229,230316
328	1,493147	159,500000	888,221985	294,333008	563,000000	116,773003	208,091003	272,221985	118,111000	229,096954
329	1,497714	159,285995	888,856995	292,944000	562,000000	114,449997	207,500000	269,000000	118,400002	228,966248
330	1,502280	158,570999	888,000000	291,600006	561,400024	111,455002	208,000000	266,649994	116,800003	229,171921
331	1,506846	158,429001	888,000000	290,221985	560,888977	108,681999	208,000000	263,649994	117,400002	229,167572
332	1,511412	158,125000	888,375000	288,500000	559,500000	106,363998	207,908997	260,500000	116,599998	229,010406
333	1,515978	157,556000	888,000000	286,950012	559,400024	103,726997	207,182007	258,500000	116,000000	228,976563
334	1,520545	157,500000	888,000000	285,149994	558,400024	100,681999	207,908997	255,636002	115,091003	228,929184
335	1,525111	157,356995	888,000000	283,545013	557,817993	98,455002	207,908997	253,332993	115,000000	228,793030
336	1,529677	157,000000	887,500000	282,200012	556,599976	96,091003	207,817993	251,091003	114,091003	228,808975
337	1,534243	156,750000	887,500000	280,444000	556,000000	93,273003	207,182007	248,750000	113,599998	228,679672
338	1,538809	156,500000	887,500000	279,166992	555,000000	91,292000	206,667007	246,649994	112,599998	228,590591
339	1,543376	156,356995	887,856995	277,437988	554,500000	89,363998	206,091003	244,313004	112,500000	228,322418
340	1,547942	155,785995	887,000000	275,682007	554,000000	87,273003	206,000000	242,317993	112,000000	228,232651
341	1,552508	155,500000	887,000000	274,100006	553,400024	85,500000	205,091003	239,899994	111,400002	228,005447
342	1,557074	154,889008	886,888977	272,350006	553,299988	83,250000	204,699997	238,110992	110,111000	227,875687
343	1,561640	154,722000	886,888977	270,950012	552,299988	81,408997	204,908997	236,227005	110,000000	227,773422
344	1,566207	154,500000	886,778015	269,200012	551,400024	79,958000	203,582993	234,100006	109,400002	227,430740
345	1,570773	154,125000	886,375000	267,549988	550,400024	78,417000	203,417007	232,600006	108,599998	227,248505
346	1,575339	154,000000	886,375000	265,817993	549,817993	76,292000	202,500000	230,832993	107,750000	226,999207
347	1,579905	153,500000	886,000000	264,166992	549,000000	74,846001	201,307999	229,136002	107,000000	226,748230
348	1,584471	153,500000	886,000000	262,500000	548,000000	73,375000	200,667007	227,556000	106,111000	226,442307
349	1,589038	153,285995	886,000000	260,950012	547,400024	72,455002	199,908997	225,949997	106,400002	226,116440
350	1,593604	152,917007	885,500000	259,100006	546,400024	70,949997	198,600006	224,363998	106,000000	225,799133
351	1,598170	152,750000	885,500000	257,500000	545,908997	69,408997	198,182007	222,636002	106,000000	225,552521
352	1,602736	152,438004	885,375000	255,667007	545,000000	68,400002	197,399994	221,350006	104,800003	225,184753
353	1,607302	152,500000	885,000000	253,722000	544,888977	67,050003	195,600006	220,050003	105,400002	224,695343
354	1,611869	152,063004	884,625000	252,199997	543,400024	65,722000	195,000000	219,050003	104,699997	224,512543
355	1,616435	151,875000	884,625000	250,300003	543,299988	64,681999	193,908997	217,944000	104,111000	224,065506
356	1,621001	151,813004	884,500000	248,500000	542,000000	63,400002	193,399994	217,149994	104,500000	223,731720
357	1,625567	151,688004	884,375000	246,699997	541,400024	62,208000	191,582993	216,667007	104,889000	223,290939
358	1,630133	151,500000	884,000000	244,949997	540,400024	61,091000	190,908997	215,832993	104,000000	222,962692
359	1,634699	151,500000	884,000000	243,363998	539,817993	59,917000	189,582993	215,800003	103,699997	222,588943
360	1,639266	151,143005	884,000000	241,313004	538,500000	59,049999	188,500000	215,050003	103,500000	222,135330
361	1,643832	150,929001	884,000000	239,222000	538,000000	58,462002	187,231003	214,722000	103,111000	221,578522
362	1,648398	150,917007	883,500000	237,699997	537,400024	57,818001	186,091003	214,332993	103,000000	221,190399
363	1,652964	150,438004	883,375000	235,500000	536,500000	56,955002	185,182007	213,899994	102,500000	220,718750
364	1,657530	150,500000	883,000000	233,649994	535,599976	56,333000	183,667007	213,556000	102,111000	220,201157
365	1,662097	150,444000	883,000000	232,000000	535,400024	56,250000	182,500000	213,250000	102,500000	219,678299
366	1,666663	150,063004	882,625000	230,000000	535,000000	55,700001	181,500000	213,149994	102,500000	219,196625
367	1,671229	150,000000	882,375000	228,389008	534,000000	55,625000	179,667007	213,100006	102,500000	218,673828
368	1,675795	149,938004	882,375000	226,455002	533,000000	54,700001	179,399994	213,050003	102,500000	218,260712
369	1,680361	149,500000	882,000000	224,778000	533,000000	54,500000	177,908997	213,000000	102,500000	217,791275
370	1,684928	149,563004	882,375000	223,056000	532,000000	53,900002	176,500000	213,000000	102,500000	217,292648
371	1,689494	149,417007	881,500000	221,682007	531,817993	53,409000	175,091003	213,000000	102,500000	216,930222
372	1,694060	148,917007	881,500000	220,199997	531,400024	52,167000	175,000000	212,949997	102,500000	216,751160
373	1,698626	148,929001	881,000000	218,500000	531,000000	51,653999	173,462006	212,591003	102,363998	216,258621
374	1,703192	148,610992	881,000000	217,100006	530,400024	51,363998	173,091003	212,544998	102,363998	215,937408
375	1,707759	148,610992	881,000000	215,444000	530,000000	50,278000	173,000000	212,591003	102,363998	215,608109
376	1,712325	148,188004	880,625000	214,149994	529,500000	50,091000	171,908997	212,544998	102,363998	215,284683
377	1,716891	148,063004	880,375000	212,636002	529,000000	49,681999	171,091003	212,544998	102,363998	214,892700
378	1,721457	147,938004	880,375000	211,188004	528,500000	49,049999	170,500000	212,544998	102,363998	214,555908
379	1,726023	147,813004	880,375000	209,750000	528,500000	48,591000	169,908997	212,500000	102,363998	214,183167
380	1,730590	147,610992	880,000000	208,389008	528,000000	48,000000	169,000000	212,500000	102,363998	213,869843
381	1,735156	147,500000	880,000000	207,149994	528,299988	47,549999	167,800003	212,455002	102,363998	213,505890
382	1,739722	147,438004	880,375000	205,636002	527,817993	47,500000	167,091003	212,455002	102,363998	213,045258
383	1,744288	147,438004	880,375000	204,408997	527,000000	46,750000	166,500000	212,408997	102,363998	212,779800
384	1,748854	147,214005	880,000000	203,000000	527,000000	46,455002	165,908997	212,363998	102,363998	212,418747
385	1,753420	147,143005	880,000000	201,944000	527,000000	45,772999	165,182007	212,408997	102,363998	212,170776
386	1,757987	147,000000	880,000000	200,750000	527,299988	45,500000	165,399994	212,363998	102,273003	211,883621
387	1,762553	146,375000	879,750000	199,449997	526,400024	45,500000	163,800003	212,050003	102,599998	211,547012
388	1,767119	146,429001	880,000000	198,389008	526,000000	45,409000	164,182007	212,050003	102,500000	211,269318
389	1,771685	146,429001	880,000000	197,250000	526,299988	45,591000	163,182007	212,050003	102,500000	210,844742
390	1,776251	146,285995	880,000000	196,199997	525,400024	45,500000	163,091003	212,000000	102,500000	210,596939
391	1,780818	146,070999	880,000000	194,889008	525,000000	45,200001	163,399994	211,889008	102,111000	210,317688
392	1,785384	146,000000	880,000000	193,722000	525,000000	45,000000	162,000000	211,889008	102,111000	209,935303
393	1,789950	146,125000	879,625000	192,750000	525,299988	44,950001	161,600006	211,832993	102,111000	209,612167
394	1,794516	145,899994	879,700012	191,500000	524,000000	45,250000	160,600006	211,778000	102,111000	209,227631
395	1,799082	145,610992	880,000000	190,444000	524,000000	44,599998	160,500000	211,722000	102,111000	209,039490
396	1,803649	145,610992	880,000000	189,500000	523,817993	44,409000	160,000000	211,722000	102,111000	208,766785
397	1,808215	145,500000	880,000000	188,250000	523,400024	43,958000	159,582993	211,722000	102,111000	208,469696
398	1,812781	145,389008	880,000000	187,278000	523,000000	43,667000	159,000000	211,722000	102,111000	208,223267
399	1,817347	145,389008	880,000000	186,250000	523,299988	43,450001	159,399994	211,667007	102,111000	207,960724
400	1,821913	145,389008	880,000000	185,056000	522,888977	43,500000	158,000000	211,610992	102,111000	207,541687
401	1,826480	145,389008	880,000000	183,949997	521,599976	42,944000	158,000000	211,610992	102,111000	207,337509
402	1,831046	145,389008	880,000000	183,149994	522,299988	42,900002	157,600006	211,610992	102,111000	207,061050
403	1,835612	145,389008	880,000000	181,949997	521,400024	42,544998	157,908997	211,610992	102,111000	206,804138
404	1,840178	145,389008	880,000000	180,889008	521,000000	41,909000	157,182007	211,610992	102,111000	206,554443
405	1,844744	145,389008	880,000000	179,889008	521,000000	41,549999	157,399994	211,556000	102,111000	206,319626
406	1,849311	145,389008	880,000000	178,722000	521,000000	41,450001	157,399994	211,449997	102,599998	205,987991
407	1,853877	145,389008	880,000000	177,600006	520,500000	41,667000	156,000000	211,449997	102,599998	205,571991
408	1,858443	145,389008	880,000000	176,949997	520,400024	41,349998	156,399994	211,449997	102,599998	205,447571
409	1,863009	145,389008	880,000000	175,750000	519,599976	41,500000	155,182007	211,449997	102,599998	205,038940
410	1,867575	145,389008	880,000000	174,772995	519,182007	41,349998	155,500000	211,449997	102,599998	204,802155
411	1,872141	145,389008	880,000000	173,750000	519,500000	41,455002	154,908997	211,399994	102,599998	204,442001
412	1,876708	145,389008	880,000000	172,699997	519,500000	41,722000	154,000000	211,399994	102,599998	204,047668
413	1,881274	145,438004	880,375000	171,949997	519,400024	41,636002	153,182007	211,300003	102,599998	203,788025
414	1,885840	145,438004	880,375000	170,800003	519,400024	41,636002	153,182007	211,300003	102,599998	203,446579
415	1,890406	145,438004	880,375000	169,875000	518,416992	41,450001	153,500000	211,250000	102,599998	203,250839
416	1,894972	145,438004	880,375000	168,699997	518,500000	41,375000	152,582993	211,199997	102,599998	202,863937
417	1,899539	145,438004	880,375000	167,682007	518,000000	41,611000	152,000000	211,199997	102,699997	202,519226
418	1,904105	145,250000	879,500000	166,957993	517,500000	41,500000	151,500000	211,363998	103,091003	202,352493
419	1,908671	145,500000	879,500000	166,000000	517,091003	41,409000	151,182007	211,363998	103,091003	202,041107
420	1,913237	145,500000	879,500000	164,800003	517,500000	41,318001	151,091003	211,363998	103,091003	201,675949
421	1,917803	145,667007	879,500000	163,750000	517,500000	41,181999	151,091003	211,199997	103,400002	201,355408
422	1,922370	145,667007	879,500000	162,800003	517,500000	40,409000	151,182007	211,100006	103,400002	201,184769
423	1,926936	145,722000	879,556030	162,091003	516,908997	40,250000	150,699997	211,100006	103,400002	200,987183
424	1,931502	146,063004	879,375000	161,100006	516,500000	39,833000	151,000000	211,100006	103,500000	200,727905
425	1,936068	146,167007	879,000000	159,955002	516,091003	39,722000	151,000000	211,100006	103,500000	200,403717
426	1,940634	146,222000	879,000000	159,250000	516,500000	39,750000	150,500000	211,100006	103,500000	200,140289
427	1,945201	146,332993	879,000000	158,227005	516,091003	39,500000	150,000000	211,100006	103,500000	199,845535
428	1,949767	146,125000	878,625000	157,455002	516,000000	39,056000	150,000000	211,050003	103,500000	199,715698
429	1,954333	146,063004	878,625000	156,625000	515,583008	38,950001	149,600006	211,050003	103,500000	199,490662
430	1,958899	146,063004	878,625000	155,591003	516,000000	38,591000	150,000000	211,050003	103,500000	199,232727
431	1,963465	146,063004	878,375000	155,000000	515,500000	38,500000	149,908997	211,227005	103,273003	199,085922
432	1,968032	146,063004	878,375000	154,082993	515,583008	38,389000	149,000000	211,227005	103,273003	198,782150
433	1,972598	146,063004	878,375000	153,292007	515,500000	37,772999	149,091003	211,227005	103,273003	198,639938
434	1,977164	146,063004	878,375000	152,544998	515,091003	37,681999	149,000000	211,227005	103,273003	198,441727
435	1,981730	146,063004	878,375000	151,699997	515,500000	37,549999	149,399994	211,227005	103,273003	198,207458
436	1,986296	146,063004	878,375000	151,091003	515,091003	37,778000	149,000000	211,227005	103,273003	197,991364
437	1,990862	146,389008	878,000000	150,317993	515,091003	37,833000	149,000000	211,136002	103,273003	197,700363
438	1,995429	146,444000	878,666992	149,375000	515,500000	38,000000	149,000000	211,042007	103,583000	197,365814
439	1,999995	146,649994	878,299988	148,908997	515,091003	38,400002	148,500000	211,000000	103,583000	197,131805
440	2,004561	146,500000	878,666992	148,250000	515,500000	38,778000	148,000000	211,000000	103,583000	196,863983
441	2,009127	146,699997	878,299988	147,300003	515,500000	38,900002	147,600006	211,000000	103,583000	196,512115
442	2,013694	146,500000	878,666992	146,899994	515,500000	39,409000	147,182007	210,957993	103,583000	196,332611
443	2,018260	146,556000	878,778015	146,300003	515,500000	39,500000	147,182007	210,957993	103,583000	196,130035
444	2,022826	146,556000	878,888977	145,350006	515,500000	39,636002	147,182007	210,957993	103,583000	195,824295
445	2,027392	146,556000	878,888977	144,899994	515,500000	39,772999	147,182007	210,957993	103,583000	195,668945
446	2,031958	146,556000	878,888977	144,350006	515,500000	39,772999	147,182007	210,957993	103,583000	195,503082
447	2,036525	146,556000	879,000000	143,500000	515,500000	39,772999	147,182007	210,957993	103,583000	195,246780
448	2,041091	146,556000	879,000000	143,000000	515,500000	39,833000	147,000000	210,772995	103,273003	195,079880
449	2,045657	146,556000	879,000000	142,500000	515,000000	39,549999	146,899994	210,957993	103,583000	194,986801
450	2,050223	146,556000	879,000000	141,917007	514,500000	39,549999	146,899994	210,772995	103,273003	194,831970
451	2,054789	146,556000	879,000000	141,091003	515,000000	39,500000	147,500000	210,772995	103,273003	194,592667
452	2,059355	146,556000	879,000000	140,727005	515,000000	39,400002	147,500000	210,772995	103,273003	194,497131
453	2,063922	146,667007	879,000000	140,167007	514,500000	39,200001	147,500000	210,772995	103,273003	194,360718
454	2,068488	146,813004	878,625000	139,727005	514,091003	39,111000	147,000000	210,772995	103,273003	194,214172
455	2,073054	146,778000	878,888977	139,100006	514,500000	38,667000	147,000000	210,772995	103,273003	194,077866
456	2,077620	147,000000	878,599976	138,899994	514,500000	38,349998	146,699997	210,772995	103,273003	194,015610
457	2,082186	147,000000	878,599976	138,250000	514,500000	38,099998	146,699997	210,772995	103,273003	193,855392
458	2,086753	147,000000	878,599976	137,863998	514,091003	37,542000	147,082993	210,772995	103,273003	193,852615
459	2,091319	147,000000	878,599976	137,544998	514,091003	37,544998	147,182007	210,772995	103,273003	193,759644
460	2,095885	147,000000	878,599976	137,100006	514,500000	37,544998	147,182007	210,772995	103,273003	193,607178
461	2,100451	147,332993	878,333008	136,899994	514,500000	37,544998	147,182007	210,772995	103,273003	193,493103
462	2,105017	147,332993	878,333008	136,417007	514,500000	37,544998	147,182007	210,772995	103,273003	193,346878
463	2,109584	147,332993	878,221985	136,000000	514,091003	37,544998	147,182007	210,772995	103,273003	193,238022
464	2,114150	147,332993	878,221985	135,863998	514,091003	37,544998	147,091003	210,772995	103,273003	193,193283
465	2,118716	147,389008	878,221985	135,682007	514,091003	37,700001	146,600006	210,772995	103,273003	193,087692
466	2,123282	147,389008	878,111023	135,455002	514,091003	37,591000	147,000000	210,772995	103,273003	193,049774
467	2,127848	147,500000	878,111023	135,000000	514,908997	37,591000	147,000000	210,772995	103,273003	192,858459
468	2,132415	147,500000	878,111023	134,863998	514,908997	37,849998	146,600006	210,772995	103,273003	192,764191
469	2,136981	147,813004	878,375000	134,667007	514,500000	37,833000	147,000000	210,772995	103,273003	192,692490
470	2,141547	147,813004	878,375000	134,582993	514,500000	37,833000	147,000000	210,772995	103,273003	192,667038
471	2,146113	148,278000	878,000000	134,455002	514,091003	38,000000	147,000000	210,772995	103,273003	192,546646
472	2,150679	148,278000	878,000000	134,227005	514,091003	38,222000	147,000000	210,772995	103,273003	192,445084
473	2,155246	148,332993	878,000000	134,136002	514,091003	38,599998	146,500000	210,772995	103,273003	192,334595
474	2,159812	148,389008	878,000000	134,091003	514,091003	38,750000	146,500000	210,772995	103,273003	192,290253
475	2,164378	148,500000	878,000000	134,000000	514,091003	38,750000	146,500000	210,772995	103,273003	192,245209
476	2,168944	148,188004	877,750000	133,955002	514,091003	38,849998	146,500000	210,772995	103,273003	192,264450
477	2,173510	148,929001	878,000000	133,908997	514,091003	38,849998	146,500000	210,772995	103,273003	192,135559
478	2,178077	148,500000	877,750000	133,772995	514,091003	38,900002	146,500000	210,772995	103,273003	192,152847
479	2,182643	148,625000	877,750000	133,682007	514,091003	38,900002	146,500000	210,772995	103,273003	192,105576
480	2,187209	148,625000	877,750000	133,682007	514,000000	38,900002	146,500000	210,772995	103,273003	192,109589
481	2,191775	148,625000	877,750000	133,591003	514,000000	38,900002	146,500000	210,772995	103,273003	192,081970
482	2,196341	149,438004	878,375000	133,591003	514,000000	38,849998	146,500000	210,772995	103,273003	191,965729
483	2,200907	149,214005	878,000000	133,591003	514,000000	38,799999	146,500000	210,772995	103,273003	192,005676
484	2,205474	149,250000	877,500000	133,544998	514,000000	38,750000	146,500000	210,772995	103,273003	191,989975
485	2,210040	149,714005	877,143005	133,500000	514,000000	38,700001	146,500000	210,949997	102,900002	191,908127
486	2,214606	149,500000	877,500000	133,500000	514,000000	38,549999	146,500000	210,949997	102,900002	191,966232
487	2,219172	149,667007	877,500000	133,500000	514,000000	38,450001	146,500000	210,772995	103,273003	191,954575
488	2,223738	149,667007	877,500000	133,500000	514,000000	38,111000	147,000000	211,000000	102,900002	192,023087
489	2,228305	149,667007	877,500000	133,455002	514,000000	37,833000	147,000000	211,000000	102,900002	192,050064
490	2,232871	149,750000	877,500000	133,500000	513,500000	37,833000	147,000000	210,949997	102,900002	192,073257
491	2,237437	149,785995	877,713989	133,449997	513,500000	37,833000	147,000000	210,949997	102,900002	192,053940
492	2,242003	150,429001	877,000000	133,227005	513,091003	37,833000	147,000000	211,000000	102,900002	191,898682
493	2,246569	150,332993	877,500000	133,227005	513,091003	37,833000	147,000000	211,000000	102,900002	191,917450
494	2,251136	150,643005	877,000000	133,227005	513,091003	37,833000	147,000000	211,000000	102,900002	191,865067
