"Latest: Time (s)","Latest: Temperature 1 (°C)","Latest: Temperature 2 (°C)"
44.23,21.6870187981,28.6470176314
44.24,21.7103877936,28.6935636439
44.25,21.6870187981,28.6237467185
44.26,21.6870187981,28.5772090224
44.27,21.7103877936,28.6004771859
44.28,21.7556592718,28.6702899361
44.29,21.6870187981,28.6702899361
44.3,21.7337546941,28.6470176314
44.31,21.7103877936,28.5772090224
44.32,21.7337546941,28.6237467185
44.33,21.7103877936,28.6702899361
44.34,21.7337546941,28.6004771859
44.35,21.6870187981,28.6470176314
44.36,21.7556592718,28.6702899361
44.37,21.6636476951,28.6004771859
44.38,21.7337546941,28.5772090224
44.39,21.6636476951,28.6702899361
44.4,21.7337546941,28.6935636439
44.41,21.6870187981,28.6702899361
44.42,21.7337546941,28.6702899361
44.43,21.7337546941,28.6935636439
44.44,21.7556592718,28.6470176314
44.45,21.7103877936,28.6702899361
44.46,21.7103877936,28.6702899361
44.47,21.7103877936,28.5772090224
44.48,21.7103877936,28.6004771859
44.49,21.7103877936,28.6702899361
44.5,21.7103877936,28.6702899361
44.51,21.7103877936,28.5772090224
44.52,21.7103877936,28.6470176314
44.53,21.6870187981,28.6702899361
44.54,21.7337546941,28.6237467185
44.55,21.6870187981,28.6004771859
44.56,21.7337546941,28.6935636439
44.57,21.6870187981,28.6470176314
44.58,21.7103877936,28.5772090224
44.59,21.6636476951,28.6702899361
44.6,21.7103877936,28.6935636439
44.61,21.6870187981,28.5772090224
44.62,21.7103877936,28.6935636439
44.63,21.7103877936,28.5772090224
44.64,21.6870187981,28.5772090224
44.65,21.7103877936,28.5539422165
44.66,21.7103877936,28.5772090224
44.67,21.6870187981,28.5772090224
44.68,21.7103877936,28.6004771859
44.69,21.6870187981,28.5539422165
44.7,21.7337546941,28.5772090224
44.71,21.7103877936,28.6004771859
44.72,21.7337546941,28.5772090224
44.73,21.6636476951,28.5772090224
44.74,21.7337546941,28.5772090224
44.75,21.7103877936,28.5539422165
44.76,21.7337546941,28.5772090224
44.77,21.7103877936,28.6702899361
44.78,21.7103877936,28.6935636439
44.79,21.6636476951,28.6470176314
44.8,21.7103877936,28.5772090224
44.81,21.7103877936,28.6702899361
44.82,21.7103877936,28.6470176314
44.83,21.7337546941,28.6237467185
44.84,21.7103877936,28.6935636439
44.85,21.6636476951,28.5772090224
44.86,21.7103877936,28.6237467185
44.87,21.6870187981,28.6702899361
44.88,21.7556592718,28.6935636439
44.89,21.6636476951,28.5539422165
44.9,21.7103877936,28.6702899361
44.91,21.6636476951,28.6237467185
44.92,21.7337546941,28.5772090224
44.93,21.7103877936,28.6702899361
44.94,21.7103877936,28.6935636439
44.95,21.7103877936,28.6470176314
44.96,21.7103877936,28.6935636439
44.97,21.6870187981,28.6470176314
44.98,21.7337546941,28.6702899361
44.99,21.7103877936,28.5772090224
45,21.7337546941,28.6702899361
45.01,21.7103877936,28.6470176314
45.02,21.7337546941,28.5772090224
45.03,21.7103877936,28.6702899361
45.04,21.7103877936,28.6470176314
45.05,21.6870187981,28.5772090224
45.06,21.7337546941,28.6004771859
45.07,21.6636476951,28.6470176314
45.08,21.7103877936,28.6237467185
45.09,21.6636476951,28.6470176314
45.1,21.7103877936,28.6935636439
45.11,21.6870187981,28.6935636439
45.12,21.7103877936,28.6935636439
45.13,21.6636476951,28.5772090224
45.14,21.7103877936,28.6935636439
45.15,21.7103877936,28.6470176314
45.16,21.7103877936,28.5539422165
45.17,21.6870187981,28.6470176314
45.18,21.7103877936,28.6935636439
45.19,21.7103877936,28.6470176314
45.2,21.6870187981,28.5772090224
45.21,21.7103877936,28.6702899361
45.22,21.6870187981,28.6702899361
45.23,21.6870187981,28.5772090224
45.24,21.6870187981,28.6004771859
45.25,21.7103877936,28.5772090224
45.26,21.7103877936,28.5772090224
45.27,21.6870187981,28.6702899361
45.28,21.6870187981,28.6702899361
45.29,21.7103877936,28.5539422165
45.3,21.6636476951,28.6004771859
45.31,21.7103877936,28.6470176314
45.32,21.7556592718,28.6702899361
45.33,21.6870187981,28.6702899361
45.34,21.7556592718,28.5772090224
45.35,21.6870187981,28.6935636439
45.36,21.7556592718,28.6470176314
45.37,21.6870187981,28.5772090224
45.38,21.7103877936,28.5772090224
45.39,21.6870187981,28.5772090224
45.4,21.7337546941,28.5772090224
45.41,21.6636476951,28.532130809
45.42,21.7337546941,28.6004771859
45.43,21.6636476951,28.6935636439
45.44,21.7337546941,28.6237467185
45.45,21.6870187981,28.6004771859
45.46,21.7337546941,28.6935636439
45.47,21.6636476951,28.5772090224
45.48,21.7337546941,28.6237467185
45.49,21.6636476951,28.6470176314
45.5,21.7556592718,28.6470176314
45.51,21.6636476951,28.6470176314
45.52,21.7103877936,28.6935636439
45.53,21.6636476951,28.6470176314
45.54,21.7103877936,28.6702899361
45.55,21.7103877936,28.5539422165
45.56,21.7103877936,28.6237467185
45.57,21.6870187981,28.6702899361
45.58,21.7103877936,28.6004771859
45.59,21.7103877936,28.6470176314
45.6,21.7103877936,28.5772090224
45.61,21.7103877936,28.6702899361
45.62,21.7337546941,28.6702899361
45.63,21.7337546941,28.5772090224
45.64,21.7103877936,28.6702899361
45.65,21.7337546941,28.5772090224
45.66,21.7103877936,28.6470176314
45.67,21.6636476951,28.6470176314
45.68,21.7103877936,28.5539422165
45.69,21.6636476951,28.6935636439
45.7,21.7103877936,28.6237467185
45.71,21.7103877936,28.5772090224
45.72,21.7103877936,28.6470176314
45.73,21.7103877936,28.6702899361
45.74,21.7103877936,28.6935636439
45.75,21.7337546941,28.6004771859
45.76,21.7103877936,28.5772090224
45.77,21.7103877936,28.6702899361
45.78,21.7103877936,28.6004771859
45.79,21.7103877936,28.6004771859
45.8,21.7103877936,28.6702899361
45.81,21.6636476951,28.5539422165
45.82,21.7103877936,28.6004771859
45.83,21.6636476951,28.6935636439
45.84,21.7103877936,28.6935636439
45.85,21.6636476951,28.5772090224
45.86,21.7103877936,28.6702899361
45.87,21.6636476951,28.6470176314
45.88,21.7337546941,28.5772090224
45.89,21.6870187981,28.6470176314
45.9,21.7103877936,28.6702899361
45.91,21.6870187981,28.6004771859
45.92,21.7556592718,28.6702899361
45.93,21.7103877936,28.532130809
45.94,21.7337546941,28.5772090224
45.95,21.7103877936,28.5539422165
45.96,21.7103877936,28.5539422165
45.97,21.6870187981,28.6237467185
45.98,21.7556592718,28.6935636439
45.99,21.6870187981,28.5772090224
46,21.7337546941,28.6237467185
46.01,21.6870187981,28.6470176314
46.02,21.7103877936,28.5539422165
46.03,21.6870187981,28.6702899361
46.04,21.6870187981,28.6702899361
46.05,21.6870187981,28.6237467185
46.06,21.7103877936,28.6470176314
46.07,21.6870187981,28.6004771859
46.08,21.7103877936,28.6004771859
46.09,21.6870187981,28.6004771859
46.1,21.6870187981,28.6935636439
46.11,21.7103877936,28.5772090224
46.12,21.7103877936,28.5772090224
46.13,21.6870187981,28.6702899361
46.14,21.7103877936,28.6470176314
46.15,21.7103877936,28.5539422165
46.16,21.7103877936,28.5772090224
46.17,21.6870187981,28.5772090224
46.18,21.7103877936,28.6004771859
46.19,21.7103877936,28.5772090224
46.2,21.6870187981,28.6237467185
46.21,21.6870187981,28.6702899361
46.22,21.6870187981,28.6004771859
46.23,21.6636476951,28.5772090224
46.24,21.7103877936,28.6702899361
46.25,21.6870187981,28.5772090224
46.26,21.7103877936,28.6004771859
46.27,21.6636476951,28.6702899361
46.28,21.7103877936,28.6470176314
46.29,21.6636476951,28.6935636439
46.3,21.7103877936,28.6702899361
46.31,21.6636476951,28.6004771859
46.32,21.7103877936,28.5772090224
46.33,21.6636476951,28.6702899361
46.34,21.7337546941,28.6470176314
46.35,21.6636476951,28.6004771859
46.36,21.7103877936,28.6702899361
46.37,21.6636476951,28.6004771859
46.38,21.7337546941,28.5772090224
46.39,21.6870187981,28.5539422165
46.4,21.7337546941,28.5772090224
46.41,21.6870187981,28.6702899361
46.42,21.7103877936,28.6702899361
46.43,21.6870187981,28.532130809
46.44,21.7556592718,28.6470176314
46.45,21.6870187981,28.6470176314
46.46,21.7337546941,28.5539422165
46.47,21.6636476951,28.6237467185
46.48,21.7337546941,28.6470176314
46.49,21.6870187981,28.6470176314
46.5,21.7337546941,28.6237467185
46.51,21.6636476951,28.6237467185
46.52,21.7337546941,28.6470176314
46.53,21.6870187981,28.6702899361
46.54,21.7103877936,28.6004771859
46.55,21.6870187981,28.6237467185
46.56,21.7103877936,28.6702899361
46.57,21.6870187981,28.5772090224
46.58,21.7103877936,28.5772090224
46.59,21.6870187981,28.6470176314
46.6,21.7103877936,28.6004771859
46.61,21.6870187981,28.6237467185
46.62,21.7103877936,28.6702899361
46.63,21.6870187981,28.6470176314
46.64,21.7103877936,28.5772090224
46.65,21.6870187981,28.6702899361
46.66,21.7103877936,28.6237467185
46.67,21.6870187981,28.5772090224
46.68,21.7103877936,28.6237467185
46.69,21.6870187981,28.6935636439
46.7,21.7103877936,28.6702899361
46.71,21.6870187981,28.6004771859
46.72,21.7103877936,28.6004771859
46.73,21.6870187981,28.5539422165
46.74,21.7103877936,28.6702899361
46.75,21.6870187981,28.6470176314
46.76,21.7103877936,28.5772090224
46.77,21.6636476951,28.6470176314
46.78,21.7103877936,28.6702899361
46.79,21.6870187981,28.5539422165
46.8,21.7103877936,28.6702899361
46.81,21.6636476951,28.6004771859
46.82,21.7103877936,28.5772090224
46.83,21.7103877936,28.5539422165
46.84,21.7103877936,28.6004771859
46.85,21.6870187981,28.5772090224
46.86,21.7103877936,28.5539422165
46.87,21.6636476951,28.6237467185
46.88,21.6870187981,28.6702899361
46.89,21.6636476951,28.5772090224
46.9,21.7103877936,28.5772090224
46.91,21.6636476951,28.6470176314
46.92,21.7103877936,28.5772090224
46.93,21.6636476951,28.6237467185
46.94,21.7103877936,28.6935636439
46.95,21.6636476951,28.5772090224
46.96,21.7103877936,28.6004771859
46.97,21.6636476951,28.6470176314
46.98,21.7103877936,28.5772090224
46.99,21.6636476951,28.5772090224
47,21.7103877936,28.6702899361
47.01,21.6636476951,28.6004771859
47.02,21.7337546941,28.5772090224
47.03,21.6636476951,28.6470176314
47.04,21.7103877936,28.6702899361
47.05,21.6636476951,28.6470176314
47.06,21.7103877936,28.6004771859
47.07,21.6636476951,28.6702899361
47.08,21.7337546941,28.6702899361
47.09,21.6870187981,28.5539422165
47.1,21.7337546941,28.6004771859
47.11,21.6870187981,28.6470176314
47.12,21.6870187981,28.6702899361
47.13,21.6870187981,28.6237467185
47.14,21.7103877936,28.6470176314
47.15,21.6870187981,28.6470176314
47.16,21.7103877936,28.6470176314
47.17,21.6870187981,28.5772090224
47.18,21.7337546941,28.5772090224
47.19,21.6636476951,28.6470176314
47.2,21.7103877936,28.6470176314
47.21,21.6870187981,28.5539422165
47.22,21.7103877936,28.6004771859
47.23,21.6636476951,28.6702899361
47.24,21.7103877936,28.6702899361
47.25,21.6636476951,28.6004771859
47.26,21.7103877936,28.6470176314
47.27,21.6636476951,28.6470176314
47.28,21.7103877936,28.6470176314
47.29,21.6870187981,28.532130809
47.3,21.7103877936,28.5772090224
47.31,21.6636476951,28.6470176314
47.32,21.7103877936,28.6470176314
47.33,21.6636476951,28.5539422165
47.34,21.7103877936,28.6470176314
47.35,21.6636476951,28.5772090224
47.36,21.7103877936,28.6004771859
47.37,21.6636476951,28.6702899361
47.38,21.7103877936,28.6470176314
47.39,21.6870187981,28.6470176314
47.4,21.7103877936,28.6935636439
47.41,21.6636476951,28.5539422165
47.42,21.7103877936,28.6237467185
47.43,21.6636476951,28.6237467185
47.44,21.7103877936,28.5539422165
47.45,21.6636476951,28.6470176314
47.46,21.6870187981,28.6470176314
47.47,21.6636476951,28.6237467185
47.48,21.7103877936,28.5772090224
47.49,21.6636476951,28.5772090224
47.5,21.7103877936,28.6470176314
47.51,21.6870187981,28.6470176314
47.52,21.7103877936,28.5772090224
47.53,21.6636476951,28.6470176314
47.54,21.6870187981,28.6470176314
47.55,21.6636476951,28.5539422165
47.56,21.6870187981,28.6702899361
47.57,21.6636476951,28.532130809
47.58,21.6870187981,28.6470176314
47.59,21.6870187981,28.532130809
47.6,21.7103877936,28.6470176314
47.61,21.6870187981,28.6237467185
47.62,21.7103877936,28.5772090224
47.63,21.6636476951,28.6470176314
47.64,21.7103877936,28.6237467185
47.65,21.6870187981,28.5772090224
47.66,21.7103877936,28.6702899361
47.67,21.6636476951,28.532130809
47.68,21.6870187981,28.6702899361
47.69,21.6636476951,28.6470176314
47.7,21.7103877936,28.6237467185
47.71,21.6636476951,28.6237467185
47.72,21.7103877936,28.5772090224
47.73,21.6636476951,28.6004771859
47.74,21.7103877936,28.6702899361
47.75,21.6636476951,28.532130809
47.76,21.7103877936,28.6702899361
47.77,21.6636476951,28.532130809
47.78,21.7103877936,28.6470176314
47.79,21.6636476951,28.6237467185
47.8,21.7103877936,28.6004771859
47.81,21.6870187981,28.532130809
47.82,21.7103877936,28.5772090224
47.83,21.6636476951,28.6470176314
47.84,21.7103877936,28.6237467185
47.85,21.6636476951,28.6470176314
47.86,21.7103877936,28.6470176314
47.87,21.6636476951,28.5772090224
47.88,21.7103877936,28.6702899361
47.89,21.6636476951,28.5539422165
47.9,21.7103877936,28.6702899361
47.91,21.6870187981,28.6470176314
47.92,21.7103877936,28.5539422165
47.93,21.6636476951,28.6470176314
47.94,21.7103877936,28.6702899361
47.95,21.6636476951,28.5772090224
47.96,21.7103877936,28.6702899361
47.97,21.6636476951,28.6470176314
47.98,21.7103877936,28.5539422165
47.99,21.6636476951,28.6470176314
48,21.7103877936,28.6470176314
48.01,21.6636476951,28.5772090224
48.02,21.7103877936,28.6237467185
48.03,21.6636476951,28.532130809
48.04,21.7103877936,28.5772090224
48.05,21.6636476951,28.6470176314
48.06,21.7103877936,28.6702899361
48.07,21.6870187981,28.5539422165
48.08,21.7103877936,28.6470176314
48.09,21.6636476951,28.6237467185
48.1,21.6870187981,28.5539422165
48.11,21.6636476951,28.6470176314
48.12,21.6870187981,28.5539422165
48.13,21.6636476951,28.5539422165
48.14,21.6870187981,28.6470176314
48.15,21.6636476951,28.6237467185
48.16,21.6870187981,28.5772090224
48.17,21.6636476951,28.6237467185
48.18,21.7103877936,28.6237467185
48.19,21.6636476951,28.5539422165
48.2,21.6870187981,28.6702899361
48.21,21.6636476951,28.6004771859
48.22,21.6870187981,28.6470176314
48.23,21.6636476951,28.5772090224
48.24,21.7103877936,28.6470176314
48.25,21.6636476951,28.6470176314
48.26,21.7103877936,28.6470176314
48.27,21.6636476951,28.5539422165
48.28,21.6870187981,28.6470176314
48.29,21.6636476951,28.6004771859
48.3,21.6870187981,28.6470176314
48.31,21.6636476951,28.5539422165
48.32,21.6870187981,28.6470176314
48.33,21.6636476951,28.5539422165
48.34,21.6870187981,28.6470176314
48.35,21.6636476951,28.6237467185
48.36,21.7103877936,28.6470176314
48.37,21.6636476951,28.5539422165
48.38,21.7103877936,28.6237467185
48.39,21.6636476951,28.6470176314
48.4,21.6870187981,28.5539422165
48.41,21.6636476951,28.6470176314
48.42,21.6870187981,28.6470176314
48.43,21.6636476951,28.6237467185
48.44,21.6870187981,28.5772090224
48.45,21.6636476951,28.6470176314
48.46,21.7103877936,28.5539422165
48.47,21.6636476951,28.6470176314
48.48,21.7103877936,28.6237467185
48.49,21.6636476951,28.6470176314
48.5,21.6870187981,28.6004771859
48.51,21.6636476951,28.6470176314
48.52,21.6870187981,28.5539422165
48.53,21.6636476951,28.6470176314
48.54,21.6870187981,28.5539422165
48.55,21.6636476951,28.6470176314
48.56,21.7103877936,28.5539422165
48.57,21.6636476951,28.6470176314
48.58,21.6870187981,28.5539422165
48.59,21.6636476951,28.6237467185
48.6,21.7103877936,28.6470176314
48.61,21.6636476951,28.6237467185
48.62,21.6870187981,28.5539422165
48.63,21.6636476951,28.6470176314
48.64,21.6870187981,28.5772090224
48.65,21.6636476951,28.6470176314
48.66,21.6870187981,28.5772090224
48.67,21.6636476951,28.6470176314
48.68,21.7103877936,28.5772090224
48.69,21.6636476951,28.6470176314
48.7,21.7103877936,28.5539422165
48.71,21.6636476951,28.6470176314
48.72,21.6870187981,28.532130809
48.73,21.6636476951,28.6470176314
48.74,21.6870187981,28.5539422165
48.75,21.6636476951,28.6470176314
48.76,21.7103877936,28.5772090224
48.77,21.6636476951,28.6237467185
48.78,21.6870187981,28.5539422165
48.79,21.6636476951,28.6470176314
48.8,21.7103877936,28.5539422165
48.81,21.6636476951,28.5772090224
48.82,21.6870187981,28.6237467185
48.83,21.6636476951,28.6470176314
48.84,21.7103877936,28.5772090224
48.85,21.6636476951,28.6237467185
48.86,21.6870187981,28.6470176314
48.87,21.6636476951,28.6470176314
48.88,21.6870187981,28.5539422165
48.89,21.6636476951,28.6470176314
48.9,21.6870187981,28.5539422165
48.91,21.6636476951,28.6470176314
48.92,21.6870187981,28.5539422165
48.93,21.6636476951,28.6470176314
48.94,21.7103877936,28.5772090224
48.95,21.6636476951,28.6004771859
48.96,21.7103877936,28.6237467185
48.97,21.6636476951,28.6237467185
48.98,21.7103877936,28.6004771859
48.99,21.6636476951,28.6470176314
49,21.6870187981,28.5539422165
49.01,21.6636476951,28.6004771859
49.02,21.6870187981,28.6237467185
49.03,21.6636476951,28.6237467185
49.04,21.7103877936,28.5539422165
49.05,21.6636476951,28.6470176314
49.06,21.6870187981,28.5539422165
49.07,21.6636476951,28.6237467185
49.08,21.7103877936,28.5772090224
49.09,21.6636476951,28.6004771859
49.1,21.6870187981,28.6004771859
49.11,21.6636476951,28.6237467185
49.12,21.6636476951,28.5772090224
49.13,21.6636476951,28.6237467185
49.14,21.6870187981,28.6470176314
49.15,21.6636476951,28.532130809
49.16,21.7103877936,28.5772090224
49.17,21.6636476951,28.6237467185
49.18,21.7103877936,28.5772090224
49.19,21.6636476951,28.6237467185
49.2,21.6870187981,28.6004771859
49.21,21.6636476951,28.532130809
49.22,21.7103877936,28.6470176314
49.23,21.6636476951,28.6004771859
49.24,21.7103877936,28.5772090224
49.25,21.6636476951,28.6470176314
49.26,21.7103877936,28.532130809
49.27,21.6636476951,28.6470176314
49.28,21.6870187981,28.532130809
49.29,21.6636476951,28.6470176314
49.3,21.7103877936,28.5539422165
49.31,21.6636476951,28.6470176314
49.32,21.6870187981,28.5539422165
49.33,21.6636476951,28.6470176314
49.34,21.6870187981,28.6470176314
49.35,21.6636476951,28.6237467185
49.36,21.6870187981,28.6470176314
49.37,21.6636476951,28.6004771859
49.38,21.6870187981,28.6470176314
49.39,21.6636476951,28.532130809
49.4,21.6870187981,28.6470176314
49.41,21.6636476951,28.532130809
49.42,21.6870187981,28.6470176314
49.43,21.6636476951,28.532130809
49.44,21.6870187981,28.6470176314
49.45,21.6636476951,28.6237467185
49.46,21.6870187981,28.5539422165
49.47,21.6636476951,28.5772090224
49.48,21.6870187981,28.6470176314
49.49,21.6636476951,28.532130809
49.5,21.6870187981,28.6702899361
49.51,21.6636476951,28.5539422165
49.52,21.6870187981,28.6470176314
49.53,21.6636476951,28.5539422165
49.54,21.6870187981,28.6470176314
49.55,21.6636476951,28.532130809
49.56,21.6870187981,28.6470176314
49.57,21.6636476951,28.6004771859
49.58,21.6870187981,28.6004771859
49.59,21.6636476951,28.6004771859
49.6,21.6870187981,28.6237467185
49.61,21.6636476951,28.532130809
49.62,21.6636476951,28.6470176314
49.63,21.6636476951,28.5772090224
49.64,21.6870187981,28.6004771859
49.65,21.6636476951,28.6470176314
49.66,21.6870187981,28.5772090224
49.67,21.6636476951,28.6004771859
49.68,21.6636476951,28.6237467185
49.69,21.640274472,28.6237467185
49.7,21.6870187981,28.6470176314
49.71,21.6636476951,28.532130809
49.72,21.6870187981,28.6702899361
49.73,21.640274472,28.532130809
49.74,21.6870187981,28.5772090224
49.75,21.6636476951,28.6237467185
49.76,21.6870187981,28.5539422165
49.77,21.6636476951,28.6470176314
49.78,21.6636476951,28.5539422165
49.79,21.6636476951,28.6470176314
49.8,21.6870187981,28.532130809
49.81,21.6636476951,28.532130809
49.82,21.6870187981,28.6470176314
49.83,21.6636476951,28.532130809
49.84,21.6870187981,28.6470176314
49.85,21.6636476951,28.5772090224
49.86,21.6636476951,28.6237467185
49.87,21.6636476951,28.532130809
49.88,21.6870187981,28.6237467185
49.89,21.6636476951,28.6237467185
49.9,21.6870187981,28.5539422165
49.91,21.6636476951,28.5772090224
49.92,21.6870187981,28.6470176314
49.93,21.640274472,28.532130809
49.94,21.6870187981,28.6470176314
49.95,21.6636476951,28.6237467185
49.96,21.6870187981,28.532130809
49.97,21.6636476951,28.6237467185
49.98,21.6870187981,28.532130809
49.99,21.640274472,28.6470176314
50,21.6870187981,28.6237467185
50.01,21.6636476951,28.6470176314
50.02,21.6870187981,28.5539422165
50.03,21.6636476951,28.6237467185
50.04,21.6870187981,28.6004771859
50.05,21.6636476951,28.6470176314
50.06,21.6870187981,28.532130809
50.07,21.6636476951,28.6470176314
50.08,21.6870187981,28.6237467185
50.09,21.640274472,28.5772090224
50.1,21.6870187981,28.6470176314
50.11,21.6636476951,28.532130809
50.12,21.6870187981,28.6470176314
50.13,21.6636476951,28.5772090224
50.14,21.6870187981,28.6470176314
50.15,21.6636476951,28.6237467185
50.16,21.6870187981,28.6470176314
50.17,21.640274472,28.5539422165
50.18,21.6636476951,28.6470176314
50.19,21.6636476951,28.532130809
50.2,21.6636476951,28.6004771859
50.21,21.640274472,28.6237467185
50.22,21.6636476951,28.532130809
50.23,21.6636476951,28.6237467185
50.24,21.6870187981,28.5539422165
50.25,21.6636476951,28.6470176314
50.26,21.6870187981,28.5539422165
50.27,21.6636476951,28.6470176314
50.28,21.6870187981,28.5772090224
50.29,21.6636476951,28.6237467185
50.3,21.6870187981,28.6237467185
50.31,21.6636476951,28.5539422165
50.32,21.6870187981,28.532130809
50.33,21.640274472,28.5772090224
50.34,21.6870187981,28.6470176314
50.35,21.6636476951,28.532130809
50.36,21.6870187981,28.6470176314
50.37,21.640274472,28.532130809
50.38,21.6636476951,28.6470176314
50.39,21.6636476951,28.532130809
50.4,21.6870187981,28.6237467185
50.41,21.6636476951,28.532130809
50.42,21.6636476951,28.6004771859
50.43,21.6636476951,28.6470176314
50.44,21.6636476951,28.6470176314
50.45,21.6636476951,28.532130809
50.46,21.6636476951,28.5772090224
50.47,21.6636476951,28.6237467185
50.48,21.6870187981,28.5772090224
50.49,21.6636476951,28.6237467185
50.5,21.6636476951,28.6237467185
50.51,21.6636476951,28.5088666013
50.52,21.6870187981,28.6470176314
50.53,21.640274472,28.5772090224
50.54,21.6870187981,28.532130809
50.55,21.640274472,28.6237467185
50.56,21.6870187981,28.6470176314
50.57,21.6636476951,28.6004771859
50.58,21.6870187981,28.6004771859
50.59,21.6636476951,28.5539422165
50.6,21.6636476951,28.6237467185
50.61,21.6636476951,28.5539422165
50.62,21.6870187981,28.6237467185
50.63,21.6636476951,28.532130809
50.64,21.6636476951,28.6470176314
50.65,21.640274472,28.5772090224
50.66,21.6870187981,28.532130809
50.67,21.6636476951,28.6470176314
50.68,21.6636476951,28.5539422165
50.69,21.640274472,28.6470176314
50.7,21.6636476951,28.532130809
50.71,21.640274472,28.6237467185
50.72,21.6870187981,28.5539422165
50.73,21.6636476951,28.6237467185
50.74,21.6870187981,28.6470176314
50.75,21.640274472,28.6237467185
50.76,21.6870187981,28.6470176314
50.77,21.640274472,28.6237467185
50.78,21.6636476951,28.532130809
50.79,21.6636476951,28.6237467185
50.8,21.6870187981,28.5772090224
50.81,21.6636476951,28.6237467185
50.82,21.6636476951,28.532130809
50.83,21.6636476951,28.6470176314
50.84,21.6636476951,28.532130809
50.85,21.640274472,28.6237467185
50.86,21.6636476951,28.6237467185
50.87,21.6636476951,28.5539422165
50.88,21.6870187981,28.6470176314
50.89,21.6636476951,28.5539422165
50.9,21.6636476951,28.5539422165
50.91,21.6636476951,28.6237467185
50.92,21.6870187981,28.532130809
50.93,21.640274472,28.6237467185
50.94,21.6636476951,28.5539422165
50.95,21.640274472,28.6237467185
50.96,21.6636476951,28.532130809
50.97,21.640274472,28.6004771859
50.98,21.6636476951,28.6470176314
50.99,21.640274472,28.532130809
51,21.6870187981,28.6004771859
51.01,21.640274472,28.6237467185
51.02,21.6870187981,28.532130809
51.03,21.6636476951,28.6237467185
51.04,21.6636476951,28.5539422165
51.05,21.6636476951,28.6237467185
51.06,21.6636476951,28.6470176314
51.07,21.640274472,28.532130809
51.08,21.6636476951,28.6004771859
51.09,21.640274472,28.6237467185
51.1,21.6636476951,28.532130809
51.11,21.640274472,28.6237467185
51.12,21.6636476951,28.532130809
51.13,21.640274472,28.6237467185
51.14,21.6870187981,28.5539422165
51.15,21.6636476951,28.6004771859
51.16,21.6636476951,28.6237467185
51.17,21.640274472,28.532130809
51.18,21.6636476951,28.6470176314
51.19,21.6636476951,28.5088666013
51.2,21.6636476951,28.6470176314
51.21,21.640274472,28.5088666013
51.22,21.6636476951,28.6004771859
51.23,21.640274472,28.6237467185
51.24,21.6636476951,28.5539422165
51.25,21.6636476951,28.6237467185
51.26,21.6870187981,28.5539422165
51.27,21.640274472,28.6237467185
51.28,21.6636476951,28.6004771859
51.29,21.640274472,28.6237467185
51.3,21.6870187981,28.5539422165
51.31,21.640274472,28.532130809
51.32,21.6636476951,28.5772090224
51.33,21.640274472,28.6237467185
51.34,21.6870187981,28.6004771859
51.35,21.640274472,28.5088666013
51.36,21.6870187981,28.6237467185
51.37,21.640274472,28.5088666013
51.38,21.6636476951,28.6470176314
51.39,21.640274472,28.5088666013
51.4,21.6870187981,28.6470176314
51.41,21.640274472,28.532130809
51.42,21.6636476951,28.6470176314
51.43,21.640274472,28.5088666013
51.44,21.6636476951,28.6237467185
51.45,21.640274472,28.5088666013
51.46,21.6636476951,28.6470176314
51.47,21.640274472,28.5772090224
51.48,21.6636476951,28.6237467185
51.49,21.640274472,28.6237467185
51.5,21.6636476951,28.6004771859
51.51,21.640274472,28.532130809
51.52,21.6636476951,28.532130809
51.53,21.640274472,28.6237467185
51.54,21.6636476951,28.6237467185
51.55,21.640274472,28.6004771859
51.56,21.6870187981,28.6237467185
51.57,21.640274472,28.6237467185
51.58,21.6636476951,28.532130809
51.59,21.640274472,28.6237467185
51.6,21.6636476951,28.532130809
51.61,21.640274472,28.6237467185
51.62,21.6636476951,28.6004771859
51.63,21.640274472,28.6004771859
51.64,21.6636476951,28.5539422165
51.65,21.6636476951,28.6237467185
51.66,21.6636476951,28.532130809
51.67,21.640274472,28.6237467185
51.68,21.6636476951,28.5539422165
51.69,21.640274472,28.532130809
51.7,21.6636476951,28.6237467185
51.71,21.640274472,28.6237467185
51.72,21.6636476951,28.5539422165
51.73,21.640274472,28.6470176314
51.74,21.6636476951,28.6470176314
51.75,21.640274472,28.5088666013
51.76,21.6636476951,28.6004771859
51.77,21.640274472,28.6004771859
51.78,21.6870187981,28.6237467185
51.79,21.640274472,28.532130809
51.8,21.6636476951,28.6237467185
51.81,21.640274472,28.532130809
51.82,21.6636476951,28.6470176314
51.83,21.640274472,28.6004771859
51.84,21.6636476951,28.5539422165
51.85,21.640274472,28.6470176314
51.86,21.6636476951,28.532130809
51.87,21.6168991164,28.6237467185
51.88,21.6636476951,28.532130809
51.89,21.6636476951,28.6237467185
51.9,21.6636476951,28.532130809
51.91,21.640274472,28.6004771859
51.92,21.6636476951,28.6237467185
51.93,21.6636476951,28.5088666013
51.94,21.6636476951,28.6237467185
51.95,21.640274472,28.5088666013
51.96,21.6636476951,28.6237467185
51.97,21.640274472,28.5539422165
51.98,21.6636476951,28.6237467185
51.99,21.640274472,28.5088666013
52,21.6636476951,28.6470176314
52.01,21.640274472,28.6237467185
52.02,21.6636476951,28.532130809
52.03,21.640274472,28.6237467185
52.04,21.6636476951,28.6004771859
52.05,21.640274472,28.5088666013
