"Latest: Time (s)","Latest: Temperature 1 (°C)","Latest: Temperature 2 (°C)"
182.83,21.4078851305,27.7940837728
182.84,21.431280106,27.9320187052
182.85,21.4078851305,27.9087850487
182.86,21.431280106,27.8855524239
182.87,21.4078851305,27.9320187052
182.88,21.4546728361,27.9087850487
182.89,21.4078851305,27.8158606252
182.9,21.431280106,27.9087850487
182.91,21.431280106,27.8623208192
182.92,21.4078851305,27.9320187052
182.93,21.431280106,27.8158606252
182.94,21.431280106,27.9087850487
182.95,21.4078851305,27.8390902234
182.96,21.4546728361,27.9552534046
182.97,21.4078851305,27.8390902234
182.98,21.431280106,27.9320187052
182.99,21.431280106,27.8158606252
183,21.4078851305,27.7940837728
183.01,21.431280106,27.9320187052
183.02,21.431280106,27.7940837728
183.03,21.4078851305,27.9087850487
183.04,21.431280106,27.7940837728
183.05,21.431280106,27.9320187052
183.06,21.431280106,27.8158606252
183.07,21.4078851305,27.9320187052
183.08,21.4078851305,27.8158606252
183.09,21.431280106,27.9087850487
183.1,21.4078851305,27.8158606252
183.11,21.431280106,27.9087850487
183.12,21.431280106,27.8623208192
183.13,21.4078851305,27.9087850487
183.14,21.431280106,27.7940837728
183.15,21.431280106,27.9087850487
183.16,21.431280106,27.7940837728
183.17,21.4078851305,27.9552534046
183.18,21.431280106,27.8623208192
183.19,21.431280106,27.8390902234
183.2,21.4078851305,27.9320187052
183.21,21.4078851305,27.7940837728
183.22,21.431280106,27.7940837728
183.23,21.4078851305,27.9320187052
183.24,21.431280106,27.8390902234
183.25,21.4078851305,27.9087850487
183.26,21.431280106,27.8855524239
183.27,21.431280106,27.9087850487
183.28,21.4546728361,27.8623208192
183.29,21.4078851305,27.9087850487
183.3,21.431280106,27.9320187052
183.31,21.431280106,27.8158606252
183.32,21.4078851305,27.9087850487
183.33,21.4078851305,27.9087850487
183.34,21.431280106,27.8390902234
183.35,21.4078851305,27.9087850487
183.36,21.431280106,27.8855524239
183.37,21.4078851305,27.9087850487
183.38,21.4546728361,27.8158606252
183.39,21.431280106,27.9320187052
183.4,21.431280106,27.7940837728
183.41,21.4078851305,27.9552534046
183.42,21.4078851305,27.8855524239
183.43,21.4078851305,27.9087850487
183.44,21.431280106,27.9320187052
183.45,21.431280106,27.8390902234
183.46,21.431280106,27.8158606252
183.47,21.4078851305,27.9087850487
183.48,21.4546728361,27.8855524239
183.49,21.4078851305,27.9320187052
183.5,21.4078851305,27.8390902234
183.51,21.4078851305,27.9320187052
183.52,21.431280106,27.8390902234
183.53,21.4078851305,27.8623208192
183.54,21.431280106,27.9320187052
183.55,21.431280106,27.8158606252
183.56,21.431280106,27.9087850487
183.57,21.431280106,27.9087850487
183.58,21.431280106,27.7940837728
183.59,21.4078851305,27.9087850487
183.6,21.431280106,27.8158606252
183.61,21.4078851305,27.8855524239
183.62,21.4546728361,27.7940837728
183.63,21.431280106,27.9320187052
183.64,21.4078851305,27.9087850487
183.65,21.4078851305,27.7940837728
183.66,21.4078851305,27.9320187052
183.67,21.4078851305,27.8855524239
183.68,21.431280106,27.9320187052
183.69,21.4078851305,27.8623208192
183.7,21.431280106,27.9320187052
183.71,21.431280106,27.7940837728
183.72,21.431280106,27.9320187052
183.73,21.431280106,27.8390902234
183.74,21.431280106,27.9320187052
183.75,21.431280106,27.7940837728
183.76,21.431280106,27.8855524239
183.77,21.4078851305,27.9087850487
183.78,21.431280106,27.7940837728
183.79,21.431280106,27.9087850487
183.8,21.4078851305,27.9087850487
183.81,21.431280106,27.9087850487
183.82,21.431280106,27.7940837728
183.83,21.4078851305,27.7940837728
183.84,21.431280106,27.9320187052
183.85,21.4078851305,27.7940837728
183.86,21.431280106,27.9087850487
183.87,21.4078851305,27.8855524239
183.88,21.431280106,27.9087850487
183.89,21.4078851305,27.8158606252
183.9,21.431280106,27.7940837728
183.91,21.431280106,27.9320187052
183.92,21.431280106,27.7940837728
183.93,21.431280106,27.9320187052
183.94,21.4078851305,27.7940837728
183.95,21.431280106,27.9087850487
183.96,21.431280106,27.9087850487
183.97,21.4078851305,27.8855524239
183.98,21.431280106,27.9320187052
183.99,21.4078851305,27.7940837728
184,21.431280106,27.9087850487
184.01,21.431280106,27.8390902234
184.02,21.431280106,27.9320187052
184.03,21.431280106,27.7940837728
184.04,21.431280106,27.9087850487
184.05,21.431280106,27.7940837728
184.06,21.431280106,27.9087850487
184.07,21.431280106,27.7940837728
184.08,21.4546728361,27.9320187052
184.09,21.431280106,27.7940837728
184.1,21.431280106,27.9087850487
184.11,21.431280106,27.8158606252
184.12,21.431280106,27.9087850487
184.13,21.4546728361,27.9087850487
184.14,21.4546728361,27.9087850487
184.15,21.4078851305,27.8855524239
184.16,21.431280106,27.9087850487
184.17,21.431280106,27.8158606252
184.18,21.4078851305,27.9087850487
184.19,21.4078851305,27.7940837728
184.2,21.431280106,27.9087850487
184.21,21.431280106,27.8390902234
184.22,21.431280106,27.8390902234
184.23,21.431280106,27.8623208192
184.24,21.4546728361,27.8855524239
184.25,21.431280106,27.8390902234
184.26,21.431280106,27.9087850487
184.27,21.4078851305,27.7940837728
184.28,21.4546728361,27.9087850487
184.29,21.431280106,27.8623208192
184.3,21.4078851305,27.7940837728
184.31,21.4078851305,27.9320187052
184.32,21.4078851305,27.7940837728
184.33,21.4078851305,27.9087850487
184.34,21.431280106,27.8158606252
184.35,21.431280106,27.9320187052
184.36,21.431280106,27.7708560751
184.37,21.431280106,27.8158606252
184.38,21.4078851305,27.9320187052
184.39,21.431280106,27.7940837728
184.4,21.4546728361,27.8623208192
184.41,21.431280106,27.9320187052
184.42,21.4546728361,27.9087850487
184.43,21.4078851305,27.8158606252
184.44,21.431280106,27.9087850487
184.45,21.4078851305,27.7940837728
184.46,21.431280106,27.9087850487
184.47,21.431280106,27.8623208192
184.48,21.431280106,27.8855524239
184.49,21.431280106,27.9087850487
184.5,21.4078851305,27.8855524239
184.51,21.431280106,27.9087850487
184.52,21.4546728361,27.9087850487
184.53,21.431280106,27.7940837728
184.54,21.431280106,27.7940837728
184.55,21.4078851305,27.9087850487
184.56,21.431280106,27.8855524239
184.57,21.431280106,27.8855524239
184.58,21.431280106,27.9320187052
184.59,21.4078851305,27.8158606252
184.6,21.431280106,27.9087850487
184.61,21.4078851305,27.9087850487
184.62,21.431280106,27.8158606252
184.63,21.4078851305,27.9320187052
184.64,21.4546728361,27.9087850487
184.65,21.431280106,27.8158606252
184.66,21.431280106,27.9087850487
184.67,21.431280106,27.7940837728
184.68,21.431280106,27.9087850487
184.69,21.4078851305,27.8158606252
184.7,21.431280106,27.9320187052
184.71,21.431280106,27.9087850487
184.72,21.4546728361,27.8390902234
184.73,21.4078851305,27.9087850487
184.74,21.4546728361,27.8623208192
184.75,21.4078851305,27.9087850487
184.76,21.4546728361,27.9320187052
184.77,21.4078851305,27.7940837728
184.78,21.431280106,27.9087850487
184.79,21.4078851305,27.9087850487
184.8,21.4546728361,27.8855524239
184.81,21.431280106,27.9087850487
184.82,21.431280106,27.7940837728
184.83,21.431280106,27.8855524239
184.84,21.431280106,27.8855524239
184.85,21.4078851305,27.8623208192
184.86,21.431280106,27.7940837728
184.87,21.431280106,27.9320187052
184.88,21.431280106,27.8623208192
184.89,21.4078851305,27.8855524239
184.9,21.431280106,27.9087850487
184.91,21.431280106,27.7940837728
184.92,21.4546728361,27.8623208192
184.93,21.431280106,27.9320187052
184.94,21.4546728361,27.7940837728
184.95,21.4078851305,27.8390902234
184.96,21.431280106,27.8158606252
184.97,21.4078851305,27.9087850487
184.98,21.4546728361,27.7940837728
184.99,21.4078851305,27.9087850487
185,21.431280106,27.7940837728
185.01,21.4078851305,27.9087850487
185.02,21.4546728361,27.7940837728
185.03,21.431280106,27.8158606252
185.04,21.431280106,27.9087850487
185.05,21.4078851305,27.8855524239
185.06,21.4546728361,27.7940837728
185.07,21.4078851305,27.8390902234
185.08,21.431280106,27.9087850487
185.09,21.4546728361,27.7940837728
185.1,21.4546728361,27.9087850487
185.11,21.4078851305,27.8623208192
185.12,21.431280106,27.8855524239
185.13,21.431280106,27.9087850487
185.14,21.4546728361,27.7940837728
185.15,21.431280106,27.8855524239
185.16,21.4546728361,27.8855524239
185.17,21.4078851305,27.8390902234
185.18,21.431280106,27.8623208192
185.19,21.4078851305,27.8390902234
185.2,21.4546728361,27.9087850487
185.21,21.431280106,27.7940837728
185.22,21.4546728361,27.9087850487
185.23,21.4078851305,27.8855524239
185.24,21.431280106,27.7940837728
185.25,21.431280106,27.8623208192
185.26,21.4546728361,27.9087850487
185.27,21.431280106,27.7940837728
185.28,21.431280106,27.9087850487
185.29,21.4078851305,27.7708560751
185.3,21.4546728361,27.9087850487
185.31,21.431280106,27.7940837728
185.32,21.431280106,27.9087850487
185.33,21.431280106,27.9087850487
185.34,21.431280106,27.7940837728
185.35,21.4078851305,27.8623208192
185.36,21.4546728361,27.9087850487
185.37,21.431280106,27.8623208192
185.38,21.4546728361,27.8855524239
185.39,21.431280106,27.8855524239
185.4,21.431280106,27.8623208192
185.41,21.4078851305,27.9087850487
185.42,21.4546728361,27.8390902234
185.43,21.431280106,27.9087850487
185.44,21.4546728361,27.7940837728
185.45,21.431280106,27.9087850487
185.46,21.4546728361,27.8390902234
185.47,21.431280106,27.7940837728
185.48,21.431280106,27.9087850487
185.49,21.431280106,27.9087850487
185.5,21.431280106,27.9087850487
185.51,21.4546728361,27.9087850487
185.52,21.4546728361,27.8390902234
185.53,21.4078851305,27.9087850487
185.54,21.431280106,27.7940837728
185.55,21.431280106,27.8158606252
185.56,21.4546728361,27.9320187052
185.57,21.4078851305,27.9087850487
185.58,21.431280106,27.7940837728
185.59,21.431280106,27.8855524239
185.6,21.4546728361,27.8855524239
185.61,21.431280106,27.8390902234
185.62,21.431280106,27.8855524239
185.63,21.4078851305,27.8390902234
185.64,21.431280106,27.7940837728
185.65,21.431280106,27.9087850487
185.66,21.4546728361,27.7940837728
185.67,21.4078851305,27.8855524239
185.68,21.4546728361,27.9087850487
185.69,21.431280106,27.9087850487
185.7,21.431280106,27.8855524239
185.71,21.431280106,27.7708560751
185.72,21.4546728361,27.9087850487
185.73,21.431280106,27.8390902234
185.74,21.4546728361,27.9087850487
185.75,21.4078851305,27.7708560751
185.76,21.4546728361,27.9087850487
185.77,21.4078851305,27.7940837728
185.78,21.431280106,27.8623208192
185.79,21.431280106,27.8390902234
185.8,21.4546728361,27.9087850487
185.81,21.431280106,27.7708560751
185.82,21.431280106,27.9087850487
185.83,21.4078851305,27.8390902234
185.84,21.4546728361,27.9087850487
185.85,21.4078851305,27.8855524239
185.86,21.4546728361,27.9087850487
185.87,21.431280106,27.7940837728
185.88,21.4546728361,27.9087850487
185.89,21.431280106,27.8390902234
185.9,21.4546728361,27.9087850487
185.91,21.4078851305,27.9087850487
185.92,21.4546728361,27.7940837728
185.93,21.431280106,27.9087850487
185.94,21.4546728361,27.8158606252
185.95,21.431280106,27.9087850487
185.96,21.431280106,27.8390902234
185.97,21.431280106,27.8855524239
185.98,21.4546728361,27.8390902234
185.99,21.431280106,27.9087850487
186,21.4546728361,27.8623208192
186.01,21.431280106,27.8855524239
186.02,21.4546728361,27.8390902234
186.03,21.4078851305,27.8855524239
186.04,21.431280106,27.8855524239
186.05,21.4078851305,27.7708560751
186.06,21.4546728361,27.9087850487
186.07,21.431280106,27.8623208192
186.08,21.431280106,27.8855524239
186.09,21.431280106,27.8855524239
186.1,21.4546728361,27.8855524239
186.11,21.431280106,27.9087850487
186.12,21.4546728361,27.8623208192
186.13,21.431280106,27.9087850487
186.14,21.4546728361,27.7940837728
186.15,21.4546728361,27.8623208192
186.16,21.4546728361,27.8158606252
186.17,21.431280106,27.8623208192
186.18,21.4780633335,27.8158606252
186.19,21.431280106,27.9087850487
186.2,21.4546728361,27.8158606252
186.21,21.4078851305,27.9087850487
186.22,21.4546728361,27.7940837728
186.23,21.4078851305,27.9087850487
186.24,21.4546728361,27.7940837728
186.25,21.4078851305,27.7940837728
186.26,21.4546728361,27.9087850487
186.27,21.4546728361,27.7708560751
186.28,21.4546728361,27.8855524239
186.29,21.431280106,27.8855524239
186.3,21.4546728361,27.8623208192
186.31,21.431280106,27.8390902234
186.32,21.4546728361,27.8855524239
186.33,21.4078851305,27.7940837728
186.34,21.4546728361,27.8855524239
186.35,21.431280106,27.7708560751
186.36,21.4546728361,27.9087850487
186.37,21.431280106,27.7940837728
186.38,21.4546728361,27.9320187052
186.39,21.4546728361,27.7940837728
186.4,21.4546728361,27.8855524239
186.41,21.431280106,27.8855524239
186.42,21.4546728361,27.7940837728
186.43,21.431280106,27.9087850487
186.44,21.4546728361,27.8855524239
186.45,21.431280106,27.8855524239
186.46,21.4546728361,27.7940837728
186.47,21.431280106,27.9087850487
186.48,21.4546728361,27.7940837728
186.49,21.431280106,27.9087850487
186.5,21.4546728361,27.8390902234
186.51,21.431280106,27.8855524239
186.52,21.431280106,27.9087850487
186.53,21.431280106,27.8855524239
186.54,21.4546728361,27.8390902234
186.55,21.431280106,27.9087850487
186.56,21.4546728361,27.8158606252
186.57,21.431280106,27.8855524239
186.58,21.4546728361,27.7940837728
186.59,21.431280106,27.9087850487
186.6,21.4546728361,27.7940837728
186.61,21.431280106,27.8855524239
186.62,21.4546728361,27.7940837728
186.63,21.431280106,27.9087850487
186.64,21.4546728361,27.7940837728
186.65,21.431280106,27.9087850487
186.66,21.4546728361,27.7940837728
186.67,21.4078851305,27.8390902234
186.68,21.4546728361,27.8158606252
186.69,21.431280106,27.9087850487
186.7,21.4546728361,27.8390902234
186.71,21.431280106,27.8855524239
186.72,21.4546728361,27.9087850487
186.73,21.431280106,27.7940837728
186.74,21.4546728361,27.9087850487
186.75,21.431280106,27.8390902234
186.76,21.4546728361,27.8623208192
186.77,21.4546728361,27.8623208192
186.78,21.431280106,27.7940837728
186.79,21.431280106,27.9087850487
186.8,21.4780633335,27.7940837728
186.81,21.4546728361,27.7940837728
186.82,21.4546728361,27.8855524239
186.83,21.431280106,27.8855524239
186.84,21.4546728361,27.7940837728
186.85,21.431280106,27.8855524239
186.86,21.4546728361,27.7940837728
186.87,21.431280106,27.9087850487
186.88,21.4546728361,27.8623208192
186.89,21.4078851305,27.7940837728
186.9,21.4546728361,27.9087850487
186.91,21.431280106,27.7940837728
186.92,21.4780633335,27.9087850487
186.93,21.431280106,27.7940837728
186.94,21.4546728361,27.9087850487
186.95,21.4546728361,27.7708560751
186.96,21.4780633335,27.8855524239
186.97,21.4546728361,27.7708560751
186.98,21.4546728361,27.9087850487
186.99,21.431280106,27.8855524239
187,21.4546728361,27.7940837728
187.01,21.431280106,27.8855524239
187.02,21.4546728361,27.8855524239
187.03,21.431280106,27.8855524239
187.04,21.4546728361,27.9087850487
187.05,21.4546728361,27.7940837728
187.06,21.4546728361,27.9087850487
187.07,21.431280106,27.8855524239
187.08,21.4546728361,27.7940837728
187.09,21.4546728361,27.8390902234
187.1,21.4546728361,27.9087850487
187.11,21.431280106,27.7708560751
187.12,21.4546728361,27.9087850487
187.13,21.431280106,27.7708560751
187.14,21.4546728361,27.9087850487
187.15,21.431280106,27.7940837728
187.16,21.4546728361,27.8158606252
187.17,21.431280106,27.8855524239
187.18,21.4780633335,27.7940837728
187.19,21.4078851305,27.9087850487
187.2,21.4546728361,27.8390902234
187.21,21.431280106,27.7940837728
187.22,21.4546728361,27.9087850487
187.23,21.431280106,27.8855524239
187.24,21.4546728361,27.7940837728
187.25,21.431280106,27.9087850487
187.26,21.4546728361,27.7708560751
187.27,21.431280106,27.8855524239
187.28,21.4780633335,27.7708560751
187.29,21.431280106,27.8855524239
187.3,21.4546728361,27.7940837728
187.31,21.431280106,27.8855524239
187.32,21.4780633335,27.8158606252
187.33,21.431280106,27.7708560751
187.34,21.4546728361,27.9087850487
187.35,21.431280106,27.8855524239
187.36,21.4546728361,27.8390902234
187.37,21.431280106,27.8855524239
187.38,21.4780633335,27.8855524239
187.39,21.431280106,27.8855524239
187.4,21.4546728361,27.8855524239
187.41,21.431280106,27.8855524239
187.42,21.4546728361,27.7940837728
187.43,21.431280106,27.8855524239
187.44,21.4546728361,27.8855524239
187.45,21.4546728361,27.7708560751
187.46,21.4546728361,27.9087850487
187.47,21.431280106,27.9087850487
187.48,21.4780633335,27.7940837728
187.49,21.431280106,27.8855524239
187.5,21.4546728361,27.7940837728
187.51,21.4546728361,27.8623208192
187.52,21.4546728361,27.7940837728
187.53,21.431280106,27.8623208192
187.54,21.4546728361,27.9087850487
187.55,21.4546728361,27.7940837728
187.56,21.4546728361,27.8855524239
187.57,21.431280106,27.8855524239
187.58,21.4546728361,27.7940837728
187.59,21.431280106,27.8855524239
187.6,21.4780633335,27.8623208192
187.61,21.4078851305,27.8623208192
187.62,21.4546728361,27.8623208192
187.63,21.431280106,27.8855524239
187.64,21.4546728361,27.8855524239
187.65,21.431280106,27.7940837728
187.66,21.4546728361,27.9087850487
187.67,21.431280106,27.8855524239
187.68,21.4780633335,27.8390902234
187.69,21.431280106,27.8855524239
187.7,21.4546728361,27.8855524239
187.71,21.431280106,27.8855524239
187.72,21.4546728361,27.8623208192
187.73,21.431280106,27.8855524239
187.74,21.4546728361,27.7940837728
187.75,21.431280106,27.8855524239
187.76,21.4780633335,27.8623208192
187.77,21.431280106,27.7940837728
187.78,21.4780633335,27.9087850487
187.79,21.431280106,27.8623208192
187.8,21.4546728361,27.9087850487
187.81,21.431280106,27.7708560751
187.82,21.4780633335,27.9087850487
187.83,21.431280106,27.8158606252
187.84,21.4546728361,27.8855524239
187.85,21.431280106,27.7708560751
187.86,21.4546728361,27.8855524239
187.87,21.4078851305,27.8855524239
187.88,21.4546728361,27.7940837728
187.89,21.4078851305,27.7708560751
187.9,21.4780633335,27.9087850487
187.91,21.431280106,27.7940837728
187.92,21.4546728361,27.8855524239
187.93,21.431280106,27.7708560751
187.94,21.4546728361,27.9087850487
187.95,21.431280106,27.7940837728
187.96,21.4546728361,27.8855524239
187.97,21.4546728361,27.8855524239
187.98,21.4546728361,27.8390902234
187.99,21.4078851305,27.8855524239
188,21.4546728361,27.8390902234
188.01,21.4546728361,27.8855524239
188.02,21.4546728361,27.8855524239
188.03,21.431280106,27.8390902234
188.04,21.4546728361,27.9087850487
188.05,21.431280106,27.8623208192
188.06,21.4780633335,27.8855524239
188.07,21.431280106,27.8855524239
188.08,21.4546728361,27.7940837728
188.09,21.4078851305,27.8158606252
188.1,21.4546728361,27.8855524239
188.11,21.431280106,27.8390902234
188.12,21.4546728361,27.8623208192
188.13,21.431280106,27.8855524239
188.14,21.4546728361,27.8855524239
188.15,21.431280106,27.8158606252
188.16,21.4780633335,27.9087850487
188.17,21.4078851305,27.7940837728
188.18,21.4546728361,27.9087850487
188.19,21.4546728361,27.8855524239
188.2,21.4546728361,27.8158606252
188.21,21.431280106,27.8855524239
188.22,21.4546728361,27.8623208192
188.23,21.431280106,27.8390902234
188.24,21.4546728361,27.8390902234
188.25,21.4078851305,27.8855524239
188.26,21.4546728361,27.7940837728
188.27,21.4546728361,27.8855524239
188.28,21.4546728361,27.7940837728
188.29,21.4546728361,27.7708560751
188.3,21.4546728361,27.8855524239
188.31,21.4546728361,27.8855524239
188.32,21.4546728361,27.7708560751
188.33,21.4078851305,27.8855524239
188.34,21.4546728361,27.8158606252
188.35,21.431280106,27.8855524239
188.36,21.4546728361,27.8855524239
188.37,21.431280106,27.7708560751
188.38,21.4546728361,27.8855524239
188.39,21.4078851305,27.7708560751
188.4,21.4546728361,27.8855524239
188.41,21.431280106,27.8855524239
188.42,21.4546728361,27.8855524239
188.43,21.431280106,27.8623208192
188.44,21.4780633335,27.8158606252
188.45,21.4546728361,27.8855524239
188.46,21.4546728361,27.8855524239
188.47,21.431280106,27.7940837728
188.48,21.4546728361,27.9087850487
188.49,21.431280106,27.7708560751
188.5,21.4780633335,27.8855524239
188.51,21.431280106,27.8623208192
188.52,21.4546728361,27.8855524239
188.53,21.431280106,27.7940837728
188.54,21.4546728361,27.8158606252
188.55,21.4078851305,27.8855524239
188.56,21.4546728361,27.7940837728
188.57,21.4078851305,27.8390902234
188.58,21.4546728361,27.8390902234
188.59,21.431280106,27.8855524239
188.6,21.4546728361,27.7940837728
188.61,21.4078851305,27.8855524239
188.62,21.4546728361,27.7940837728
188.63,21.431280106,27.8855524239
188.64,21.4546728361,27.8855524239
188.65,21.431280106,27.7708560751
188.66,21.4546728361,27.9087850487
188.67,21.431280106,27.7940837728
188.68,21.4780633335,27.8855524239
188.69,21.4078851305,27.7708560751
188.7,21.4546728361,27.8855524239
188.71,21.4078851305,27.8623208192
188.72,21.4546728361,27.7708560751
188.73,21.431280106,27.8855524239
188.74,21.4546728361,27.8623208192
188.75,21.4078851305,27.7708560751
188.76,21.4546728361,27.8855524239
188.77,21.431280106,27.8855524239
188.78,21.4546728361,27.8855524239
188.79,21.4078851305,27.7940837728
188.8,21.4546728361,27.9087850487
188.81,21.4078851305,27.7940837728
188.82,21.4546728361,27.9087850487
188.83,21.4078851305,27.7940837728
188.84,21.4546728361,27.8855524239
188.85,21.4078851305,27.8158606252
188.86,21.4546728361,27.8855524239
188.87,21.431280106,27.7708560751
188.88,21.4780633335,27.9087850487
188.89,21.4078851305,27.7708560751
188.9,21.4546728361,27.8855524239
188.91,21.431280106,27.8158606252
188.92,21.4546728361,27.8390902234
188.93,21.431280106,27.8855524239
188.94,21.4546728361,27.7940837728
188.95,21.431280106,27.8855524239
188.96,21.4546728361,27.7940837728
188.97,21.431280106,27.8623208192
188.98,21.4546728361,27.8855524239
188.99,21.431280106,27.7708560751
189,21.4546728361,27.8855524239
189.01,21.431280106,27.7708560751
189.02,21.4546728361,27.9087850487
189.03,21.431280106,27.7940837728
189.04,21.4546728361,27.8855524239
189.05,21.431280106,27.7708560751
189.06,21.4780633335,27.8855524239
189.07,21.431280106,27.8855524239
189.08,21.4546728361,27.7708560751
189.09,21.431280106,27.8855524239
189.1,21.4546728361,27.8158606252
189.11,21.431280106,27.8623208192
189.12,21.4546728361,27.8390902234
189.13,21.431280106,27.8855524239
189.14,21.4546728361,27.7708560751
189.15,21.431280106,27.8855524239
189.16,21.4546728361,27.8158606252
189.17,21.4546728361,27.8855524239
189.18,21.4546728361,27.8390902234
189.19,21.4078851305,27.7940837728
189.2,21.4546728361,27.9087850487
189.21,21.431280106,27.8623208192
189.22,21.4546728361,27.7940837728
189.23,21.431280106,27.8855524239
189.24,21.4546728361,27.7940837728
189.25,21.4078851305,27.8855524239
189.26,21.4546728361,27.8855524239
189.27,21.4078851305,27.7708560751
189.28,21.4546728361,27.8855524239
189.29,21.431280106,27.7708560751
189.3,21.4546728361,27.9087850487
189.31,21.4078851305,27.8855524239
189.32,21.4546728361,27.7940837728
189.33,21.4078851305,27.8855524239
189.34,21.4546728361,27.7940837728
189.35,21.431280106,27.8855524239
189.36,21.4546728361,27.7940837728
189.37,21.431280106,27.8855524239
189.38,21.4546728361,27.7708560751
189.39,21.4078851305,27.8623208192
189.4,21.4546728361,27.8855524239
189.41,21.431280106,27.7708560751
189.42,21.4546728361,27.8855524239
189.43,21.431280106,27.7940837728
189.44,21.4546728361,27.8855524239
189.45,21.431280106,27.7708560751
189.46,21.4546728361,27.8855524239
189.47,21.431280106,27.7940837728
189.48,21.4546728361,27.8855524239
189.49,21.431280106,27.7940837728
189.5,21.4546728361,27.8623208192
189.51,21.431280106,27.8855524239
189.52,21.4546728361,27.7708560751
189.53,21.431280106,27.8623208192
189.54,21.431280106,27.7940837728
189.55,21.431280106,27.8855524239
189.56,21.4546728361,27.7708560751
189.57,21.431280106,27.8623208192
189.58,21.4546728361,27.8623208192
189.59,21.431280106,27.8158606252
189.6,21.4546728361,27.8855524239
189.61,21.431280106,27.7708560751
189.62,21.4546728361,27.8623208192
189.63,21.431280106,27.8855524239
189.64,21.4546728361,27.7708560751
189.65,21.431280106,27.8855524239
189.66,21.4546728361,27.7708560751
189.67,21.4078851305,27.8855524239
189.68,21.4546728361,27.8623208192
189.69,21.431280106,27.8623208192
189.7,21.4546728361,27.8390902234
189.71,21.431280106,27.8855524239
189.72,21.4546728361,27.8855524239
189.73,21.431280106,27.7708560751
189.74,21.4546728361,27.8390902234
189.75,21.431280106,27.7708560751
189.76,21.4546728361,27.8855524239
189.77,21.431280106,27.8158606252
189.78,21.431280106,27.8855524239
189.79,21.431280106,27.7708560751
189.8,21.4546728361,27.8623208192
189.81,21.431280106,27.8855524239
189.82,21.4546728361,27.7708560751
189.83,21.4078851305,27.8623208192
189.84,21.4546728361,27.8855524239
189.85,21.4078851305,27.7708560751
189.86,21.4546728361,27.8855524239
189.87,21.4078851305,27.7940837728
189.88,21.4546728361,27.7708560751
189.89,21.4546728361,27.8623208192
189.9,21.4546728361,27.8855524239
189.91,21.431280106,27.7940837728
189.92,21.4546728361,27.8855524239
189.93,21.4078851305,27.8855524239
189.94,21.4546728361,27.7708560751
189.95,21.431280106,27.7708560751
189.96,21.4546728361,27.8855524239
189.97,21.431280106,27.8855524239
189.98,21.4546728361,27.7940837728
189.99,21.431280106,27.8623208192
190,21.4546728361,27.8390902234
190.01,21.431280106,27.8390902234
190.02,21.4546728361,27.8855524239
190.03,21.431280106,27.7708560751
190.04,21.4546728361,27.8855524239
190.05,21.4078851305,27.8623208192
190.06,21.4546728361,27.7708560751
190.07,21.4078851305,27.8390902234
190.08,21.431280106,27.8855524239
190.09,21.431280106,27.8855524239
190.1,21.4546728361,27.8855524239
190.11,21.4546728361,27.7708560751
190.12,21.4546728361,27.8855524239
190.13,21.431280106,27.7708560751
190.14,21.4546728361,27.8623208192
190.15,21.431280106,27.8855524239
190.16,21.4546728361,27.7940837728
190.17,21.4078851305,27.7940837728
190.18,21.4546728361,27.8623208192
190.19,21.431280106,27.8623208192
190.2,21.4546728361,27.8855524239
190.21,21.4078851305,27.8390902234
190.22,21.4546728361,27.7940837728
190.23,21.431280106,27.8855524239
190.24,21.4546728361,27.7708560751
190.25,21.431280106,27.8390902234
190.26,21.4546728361,27.8855524239
190.27,21.4546728361,27.8623208192
190.28,21.4546728361,27.7708560751
190.29,21.4078851305,27.8158606252
190.3,21.4546728361,27.8855524239
190.31,21.431280106,27.7940837728
190.32,21.4546728361,27.8158606252
190.33,21.4078851305,27.8855524239
190.34,21.4546728361,27.8855524239
190.35,21.4078851305,27.7708560751
190.36,21.4546728361,27.8855524239
190.37,21.4078851305,27.8855524239
190.38,21.4546728361,27.7708560751
190.39,21.4078851305,27.7708560751
190.4,21.4546728361,27.7708560751
190.41,21.431280106,27.8390902234
190.42,21.4546728361,27.8855524239
190.43,21.431280106,27.7708560751
190.44,21.4546728361,27.8855524239
190.45,21.431280106,27.7708560751
190.46,21.4546728361,27.8855524239
190.47,21.4078851305,27.8390902234
190.48,21.4546728361,27.8623208192
190.49,21.431280106,27.8623208192
190.5,21.4546728361,27.7708560751
190.51,21.4078851305,27.7940837728
190.52,21.4546728361,27.8855524239
190.53,21.4546728361,27.7708560751
190.54,21.4546728361,27.8855524239
190.55,21.431280106,27.7708560751
190.56,21.4546728361,27.8855524239
190.57,21.431280106,27.7708560751
190.58,21.4546728361,27.8855524239
190.59,21.4078851305,27.8390902234
190.6,21.4546728361,27.7708560751
190.61,21.431280106,27.7940837728
190.62,21.4546728361,27.8855524239
190.63,21.4078851305,27.8623208192
190.64,21.4546728361,27.7708560751
190.65,21.4546728361,27.8855524239
190.66,21.4546728361,27.7708560751
190.67,21.431280106,27.8855524239
190.68,21.4780633335,27.7708560751
190.69,21.431280106,27.8855524239
190.7,21.4546728361,27.7708560751
190.71,21.4546728361,27.8855524239
190.72,21.4546728361,27.7708560751
190.73,21.431280106,27.7708560751
190.74,21.4780633335,27.8855524239
190.75,21.4078851305,27.8623208192
190.76,21.4546728361,27.7940837728
